id_partido,id_competicion,id_temporada,fecha,id_equipo_local,id_equipo_visitante,jornada,goles_equipo_local,goles_equipo_visitante
,LaLiga1,11/12_LaLiga1,2011-10-30,472,477,11.0,2,0
,LaLiga1,11/12_LaLiga1,2011-10-30,498,469,11.0,1,0
,LaLiga1,11/12_LaLiga1,2011-10-30,460,484,11.0,3,1
,LaLiga1,11/12_LaLiga1,2011-10-30,468,465,11.0,2,1
,LaLiga1,11/12_LaLiga1,2011-10-31,459,467,11.0,1,2
,LaLiga1,11/12_LaLiga1,2011-11-05,483,459,12.0,0,0
,LaLiga1,11/12_LaLiga1,2011-11-05,469,468,12.0,0,0
,LaLiga1,11/12_LaLiga1,2011-11-05,477,473,12.0,0,2
,LaLiga1,11/12_LaLiga1,2011-11-06,458,472,12.0,7,1
,LaLiga1,11/12_LaLiga1,2011-11-06,467,498,12.0,0,0
,LaLiga1,11/12_LaLiga1,2011-11-06,484,474,12.0,2,2
,LaLiga1,11/12_LaLiga1,2011-11-06,476,475,12.0,4,0
,LaLiga1,11/12_LaLiga1,2011-11-06,465,456,12.0,0,0
,LaLiga1,11/12_LaLiga1,2011-11-06,470,457,12.0,2,2
,LaLiga1,11/12_LaLiga1,2011-11-06,478,460,12.0,3,2
,LaLiga1,11/12_LaLiga1,2011-11-19,456,469,13.0,1,0
,LaLiga1,11/12_LaLiga1,2011-11-19,457,484,13.0,4,0
,LaLiga1,11/12_LaLiga1,2011-11-19,473,458,13.0,2,3
,LaLiga1,11/12_LaLiga1,2011-11-20,475,465,13.0,0,0
,LaLiga1,11/12_LaLiga1,2011-11-20,474,478,13.0,2,1
,LaLiga1,11/12_LaLiga1,2011-11-20,472,476,13.0,0,0
,LaLiga1,11/12_LaLiga1,2011-11-20,459,470,13.0,1,2
,LaLiga1,11/12_LaLiga1,2011-11-20,460,477,13.0,3,2
,LaLiga1,11/12_LaLiga1,2011-11-21,498,468,13.0,1,3
,LaLiga1,11/12_LaLiga1,2011-11-26,476,473,14.0,1,2
,LaLiga1,11/12_LaLiga1,2011-11-26,458,460,14.0,4,1
,LaLiga1,11/12_LaLiga1,2011-11-26,478,457,14.0,1,0
,LaLiga1,11/12_LaLiga1,2011-11-27,469,475,14.0,2,3
,LaLiga1,11/12_LaLiga1,2011-11-27,477,474,14.0,4,0
,LaLiga1,11/12_LaLiga1,2011-11-27,483,498,14.0,2,1
,LaLiga1,11/12_LaLiga1,2011-11-27,465,472,14.0,1,2
,LaLiga1,11/12_LaLiga1,2011-11-27,470,467,14.0,0,1
,LaLiga1,11/12_LaLiga1,2011-11-27,484,459,14.0,0,1
,LaLiga1,11/12_LaLiga1,2011-11-28,468,456,14.0,2,1
,LaLiga1,11/12_LaLiga1,2011-11-29,457,476,17.0,4,0
,LaLiga1,11/12_LaLiga1,2011-12-03,474,458,15.0,0,3
,LaLiga1,11/12_LaLiga1,2011-12-03,498,456,15.0,1,0
,LaLiga1,11/12_LaLiga1,2011-12-03,457,477,15.0,5,0
,LaLiga1,11/12_LaLiga1,2011-12-03,473,465,15.0,2,1
,LaLiga1,11/12_LaLiga1,2011-12-04,460,476,15.0,3,1
,LaLiga1,11/12_LaLiga1,2011-12-04,475,468,15.0,3,2
,LaLiga1,11/12_LaLiga1,2011-12-04,472,469,15.0,2,1
,LaLiga1,11/12_LaLiga1,2011-12-04,483,470,15.0,1,1
,LaLiga1,11/12_LaLiga1,2011-12-04,467,484,15.0,1,0
,LaLiga1,11/12_LaLiga1,2011-12-05,459,478,15.0,3,0
,LaLiga1,11/12_LaLiga1,2011-12-07,467,483,13.0,2,2
,LaLiga1,11/12_LaLiga1,2011-12-10,477,459,16.0,1,0
,LaLiga1,11/12_LaLiga1,2011-12-10,469,473,16.0,2,1
,LaLiga1,11/12_LaLiga1,2011-12-10,458,457,16.0,1,3
,LaLiga1,11/12_LaLiga1,2011-12-11,476,474,16.0,1,3
,LaLiga1,11/12_LaLiga1,2011-12-11,478,467,16.0,1,0
,LaLiga1,11/12_LaLiga1,2011-12-11,456,475,16.0,1,1
,LaLiga1,11/12_LaLiga1,2011-12-11,484,483,16.0,0,1
,LaLiga1,11/12_LaLiga1,2011-12-11,468,472,16.0,1,1
,LaLiga1,11/12_LaLiga1,2011-12-11,470,498,16.0,1,1
,LaLiga1,11/12_LaLiga1,2011-12-11,465,460,16.0,4,2
,LaLiga1,11/12_LaLiga1,2011-12-17,483,478,17.0,1,2
,LaLiga1,11/12_LaLiga1,2011-12-17,474,465,17.0,1,2
,LaLiga1,11/12_LaLiga1,2011-12-17,470,484,17.0,2,1
,LaLiga1,11/12_LaLiga1,2011-12-17,459,458,17.0,2,6
,LaLiga1,11/12_LaLiga1,2011-12-18,460,469,17.0,0,2
,LaLiga1,11/12_LaLiga1,2011-12-18,467,477,17.0,2,1
,LaLiga1,11/12_LaLiga1,2011-12-18,472,456,17.0,2,1
,LaLiga1,11/12_LaLiga1,2011-12-18,498,475,17.0,0,0
,LaLiga1,11/12_LaLiga1,2011-12-18,473,468,17.0,2,0
,LaLiga1,11/12_LaLiga1,2012-01-07,498,484,18.0,1,0
,LaLiga1,11/12_LaLiga1,2012-01-07,477,483,18.0,0,0
,LaLiga1,11/12_LaLiga1,2012-01-07,475,472,18.0,0,0
,LaLiga1,11/12_LaLiga1,2012-01-07,458,467,18.0,5,1
,LaLiga1,11/12_LaLiga1,2012-01-07,468,460,18.0,0,0
,LaLiga1,11/12_LaLiga1,2012-01-08,476,459,18.0,2,1
,LaLiga1,11/12_LaLiga1,2012-01-08,478,470,18.0,0,0
,LaLiga1,11/12_LaLiga1,2012-01-08,456,473,18.0,2,2
,LaLiga1,11/12_LaLiga1,2012-01-08,469,474,18.0,2,0
,LaLiga1,11/12_LaLiga1,2012-01-08,465,457,18.0,1,1
,LaLiga1,11/12_LaLiga1,2012-01-14,484,478,19.0,1,1
,LaLiga1,11/12_LaLiga1,2012-01-14,467,476,19.0,1,2
,LaLiga1,11/12_LaLiga1,2012-01-14,459,465,19.0,0,0
,LaLiga1,11/12_LaLiga1,2012-01-14,483,458,19.0,1,2
,LaLiga1,11/12_LaLiga1,2012-01-14,473,475,19.0,0,1
,LaLiga1,11/12_LaLiga1,2012-01-15,460,456,19.0,3,0
,LaLiga1,11/12_LaLiga1,2012-01-15,472,498,19.0,0,2
,LaLiga1,11/12_LaLiga1,2012-01-15,470,477,19.0,3,0
,LaLiga1,11/12_LaLiga1,2012-01-15,474,468,19.0,2,1
,LaLiga1,11/12_LaLiga1,2012-01-15,457,469,19.0,4,2
,LaLiga1,11/12_LaLiga1,2012-01-21,498,478,1.0,1,2
,LaLiga1,11/12_LaLiga1,2012-01-21,465,467,1.0,3,0
,LaLiga1,11/12_LaLiga1,2012-01-21,475,460,1.0,0,4
,LaLiga1,11/12_LaLiga1,2012-01-21,469,459,1.0,1,1
,LaLiga1,11/12_LaLiga1,2012-01-22,472,473,1.0,1,1
,LaLiga1,11/12_LaLiga1,2012-01-22,476,483,1.0,0,1
,LaLiga1,11/12_LaLiga1,2012-01-22,468,457,1.0,1,4
,LaLiga1,11/12_LaLiga1,2012-01-22,477,484,1.0,0,0
,LaLiga1,11/12_LaLiga1,2012-01-22,458,470,1.0,4,1
,LaLiga1,11/12_LaLiga1,2012-01-23,456,474,1.0,3,0
,LaLiga1,11/12_LaLiga1,2012-01-28,465,483,21.0,1,0
,LaLiga1,11/12_LaLiga1,2012-01-28,476,470,21.0,2,3
,LaLiga1,11/12_LaLiga1,2012-01-28,458,484,21.0,3,1
,LaLiga1,11/12_LaLiga1,2012-01-28,456,457,21.0,0,0
,LaLiga1,11/12_LaLiga1,2012-01-29,469,467,21.0,1,2
,LaLiga1,11/12_LaLiga1,2012-01-29,475,474,21.0,5,1
,LaLiga1,11/12_LaLiga1,2012-01-29,477,478,21.0,1,2
,LaLiga1,11/12_LaLiga1,2012-01-29,498,473,21.0,2,2
,LaLiga1,11/12_LaLiga1,2012-01-29,468,459,21.0,2,1
,LaLiga1,11/12_LaLiga1,2012-01-30,472,460,21.0,0,1
,LaLiga1,11/12_LaLiga1,2012-02-04,483,469,22.0,1,0
,LaLiga1,11/12_LaLiga1,2012-02-04,470,465,22.0,3,3
,LaLiga1,11/12_LaLiga1,2012-02-04,477,498,22.0,1,1
,LaLiga1,11/12_LaLiga1,2012-02-04,478,458,22.0,0,1
,LaLiga1,11/12_LaLiga1,2012-02-04,457,475,22.0,2,1
,LaLiga1,11/12_LaLiga1,2012-02-05,474,472,22.0,1,1
,LaLiga1,11/12_LaLiga1,2012-02-05,459,456,22.0,1,2
,LaLiga1,11/12_LaLiga1,2012-02-05,484,476,22.0,1,2
,LaLiga1,11/12_LaLiga1,2012-02-05,460,473,22.0,0,0
,LaLiga1,11/12_LaLiga1,2012-02-06,467,468,22.0,2,1
,LaLiga1,11/12_LaLiga1,2012-02-11,498,460,23.0,0,0
,LaLiga1,11/12_LaLiga1,2012-02-11,472,457,23.0,3,2
,LaLiga1,11/12_LaLiga1,2012-02-11,469,470,23.0,2,1
,LaLiga1,11/12_LaLiga1,2012-02-12,465,484,23.0,0,2
,LaLiga1,11/12_LaLiga1,2012-02-12,468,483,23.0,3,1
,LaLiga1,11/12_LaLiga1,2012-02-12,476,478,23.0,2,0
,LaLiga1,11/12_LaLiga1,2012-02-12,473,474,23.0,4,0
,LaLiga1,11/12_LaLiga1,2012-02-12,456,467,23.0,3,1
,LaLiga1,11/12_LaLiga1,2012-02-12,458,477,23.0,4,2
,LaLiga1,11/12_LaLiga1,2012-02-13,475,459,23.0,2,0
,LaLiga1,11/12_LaLiga1,2012-02-18,478,465,24.0,1,1
,LaLiga1,11/12_LaLiga1,2012-02-18,458,498,24.0,4,0
,LaLiga1,11/12_LaLiga1,2012-02-18,459,472,24.0,2,0
,LaLiga1,11/12_LaLiga1,2012-02-19,467,475,24.0,4,1
,LaLiga1,11/12_LaLiga1,2012-02-19,470,468,24.0,3,0
,LaLiga1,11/12_LaLiga1,2012-02-19,474,460,24.0,1,1
,LaLiga1,11/12_LaLiga1,2012-02-19,483,456,24.0,4,0
,LaLiga1,11/12_LaLiga1,2012-02-19,477,476,24.0,3,5
,LaLiga1,11/12_LaLiga1,2012-02-19,457,473,24.0,5,1
,LaLiga1,11/12_LaLiga1,2012-02-20,484,469,24.0,0,2
,LaLiga1,11/12_LaLiga1,2012-02-25,498,474,25.0,1,1
,LaLiga1,11/12_LaLiga1,2012-02-25,469,478,25.0,1,1
,LaLiga1,11/12_LaLiga1,2012-02-25,468,484,25.0,5,1
,LaLiga1,11/12_LaLiga1,2012-02-25,465,477,25.0,1,2
,LaLiga1,11/12_LaLiga1,2012-02-26,456,470,25.0,2,2
,LaLiga1,11/12_LaLiga1,2012-02-26,476,458,25.0,0,1
,LaLiga1,11/12_LaLiga1,2012-02-26,473,459,25.0,1,2
,LaLiga1,11/12_LaLiga1,2012-02-26,472,467,25.0,2,1
,LaLiga1,11/12_LaLiga1,2012-02-26,475,483,25.0,1,0
,LaLiga1,11/12_LaLiga1,2012-02-26,460,457,25.0,1,2
,LaLiga1,11/12_LaLiga1,2012-03-03,483,472,26.0,1,1
,LaLiga1,11/12_LaLiga1,2012-03-03,478,468,26.0,1,3
,LaLiga1,11/12_LaLiga1,2012-03-03,476,498,26.0,4,2
,LaLiga1,11/12_LaLiga1,2012-03-03,457,474,26.0,3,1
,LaLiga1,11/12_LaLiga1,2012-03-03,459,460,26.0,1,1
,LaLiga1,11/12_LaLiga1,2012-03-04,484,456,26.0,2,1
,LaLiga1,11/12_LaLiga1,2012-03-04,470,475,26.0,2,0
,LaLiga1,11/12_LaLiga1,2012-03-04,467,473,26.0,0,1
,LaLiga1,11/12_LaLiga1,2012-03-04,458,465,26.0,5,0
,LaLiga1,11/12_LaLiga1,2012-03-05,477,469,26.0,3,1
,LaLiga1,11/12_LaLiga1,2012-03-10,475,484,27.0,3,0
,LaLiga1,11/12_LaLiga1,2012-03-10,468,477,27.0,1,0
,LaLiga1,11/12_LaLiga1,2012-03-10,474,459,27.0,1,0
,LaLiga1,11/12_LaLiga1,2012-03-10,469,458,27.0,2,3
,LaLiga1,11/12_LaLiga1,2012-03-11,460,467,27.0,2,0
,LaLiga1,11/12_LaLiga1,2012-03-11,465,476,27.0,5,1
,LaLiga1,11/12_LaLiga1,2012-03-11,473,483,27.0,2,2
,LaLiga1,11/12_LaLiga1,2012-03-11,498,457,27.0,0,2
,LaLiga1,11/12_LaLiga1,2012-03-11,472,470,27.0,2,1
,LaLiga1,11/12_LaLiga1,2012-03-12,456,478,27.0,1,2
,LaLiga1,11/12_LaLiga1,2012-03-17,467,474,28.0,2,1
,LaLiga1,11/12_LaLiga1,2012-03-17,484,472,28.0,1,1
,LaLiga1,11/12_LaLiga1,2012-03-17,478,475,28.0,1,0
,LaLiga1,11/12_LaLiga1,2012-03-17,459,457,28.0,0,2
,LaLiga1,11/12_LaLiga1,2012-03-17,476,469,28.0,3,0
,LaLiga1,11/12_LaLiga1,2012-03-18,477,456,28.0,1,0
,LaLiga1,11/12_LaLiga1,2012-03-18,483,460,28.0,2,1
,LaLiga1,11/12_LaLiga1,2012-03-18,470,473,28.0,0,3
,LaLiga1,11/12_LaLiga1,2012-03-18,458,468,28.0,1,1
,LaLiga1,11/12_LaLiga1,2012-03-19,465,498,28.0,3,1
,LaLiga1,11/12_LaLiga1,2012-03-20,472,478,29.0,0,0
,LaLiga1,11/12_LaLiga1,2012-03-20,457,467,29.0,5,3
,LaLiga1,11/12_LaLiga1,2012-03-21,474,483,29.0,2,3
,LaLiga1,11/12_LaLiga1,2012-03-21,460,470,29.0,2,1
,LaLiga1,11/12_LaLiga1,2012-03-21,473,484,29.0,1,2
,LaLiga1,11/12_LaLiga1,2012-03-21,475,477,29.0,1,3
,LaLiga1,11/12_LaLiga1,2012-03-21,456,458,29.0,1,1
,LaLiga1,11/12_LaLiga1,2012-03-22,498,459,29.0,0,3
,LaLiga1,11/12_LaLiga1,2012-03-22,469,465,29.0,1,1
,LaLiga1,11/12_LaLiga1,2012-03-22,468,476,29.0,4,2
,LaLiga1,11/12_LaLiga1,2012-03-24,483,457,30.0,0,2
,LaLiga1,11/12_LaLiga1,2012-03-24,458,475,30.0,5,1
,LaLiga1,11/12_LaLiga1,2012-03-24,478,473,30.0,3,1
,LaLiga1,11/12_LaLiga1,2012-03-25,484,460,30.0,1,0
,LaLiga1,11/12_LaLiga1,2012-03-25,477,472,30.0,0,2
,LaLiga1,11/12_LaLiga1,2012-03-25,465,468,30.0,1,2
,LaLiga1,11/12_LaLiga1,2012-03-25,470,474,30.0,1,1
,LaLiga1,11/12_LaLiga1,2012-03-25,476,456,30.0,0,2
,LaLiga1,11/12_LaLiga1,2012-03-25,469,498,30.0,1,1
,LaLiga1,11/12_LaLiga1,2012-03-26,467,459,30.0,0,3
,LaLiga1,11/12_LaLiga1,2012-03-31,498,467,31.0,0,1
,LaLiga1,11/12_LaLiga1,2012-03-31,474,484,31.0,1,2
,LaLiga1,11/12_LaLiga1,2012-03-31,472,458,31.0,1,5
,LaLiga1,11/12_LaLiga1,2012-03-31,457,470,31.0,2,0
,LaLiga1,11/12_LaLiga1,2012-03-31,468,469,31.0,0,2
,LaLiga1,11/12_LaLiga1,2012-04-01,460,478,31.0,3,0
,LaLiga1,11/12_LaLiga1,2012-04-01,473,477,31.0,1,1
,LaLiga1,11/12_LaLiga1,2012-04-01,475,476,31.0,4,0
,LaLiga1,11/12_LaLiga1,2012-04-01,456,465,31.0,0,0
,LaLiga1,11/12_LaLiga1,2012-04-02,459,483,31.0,3,1
,LaLiga1,11/12_LaLiga1,2012-04-07,478,474,32.0,2,0
,LaLiga1,11/12_LaLiga1,2012-04-07,476,472,32.0,6,0
,LaLiga1,11/12_LaLiga1,2012-04-07,465,475,32.0,2,2
,LaLiga1,11/12_LaLiga1,2012-04-07,484,457,32.0,1,4
,LaLiga1,11/12_LaLiga1,2012-04-07,469,456,32.0,3,1
,LaLiga1,11/12_LaLiga1,2012-04-08,477,460,32.0,2,0
,LaLiga1,11/12_LaLiga1,2012-04-08,483,467,32.0,0,0
,LaLiga1,11/12_LaLiga1,2012-04-08,470,459,32.0,1,0
,LaLiga1,11/12_LaLiga1,2012-04-08,458,473,32.0,0,0
,LaLiga1,11/12_LaLiga1,2012-04-09,468,498,32.0,3,0
,LaLiga1,11/12_LaLiga1,2012-04-10,472,465,33.0,2,0
,LaLiga1,11/12_LaLiga1,2012-04-10,475,469,33.0,1,1
,LaLiga1,11/12_LaLiga1,2012-04-10,457,478,33.0,4,0
,LaLiga1,11/12_LaLiga1,2012-04-11,467,470,33.0,2,2
,LaLiga1,11/12_LaLiga1,2012-04-11,474,477,33.0,3,2
,LaLiga1,11/12_LaLiga1,2012-04-11,473,476,33.0,4,1
,LaLiga1,11/12_LaLiga1,2012-04-11,460,458,33.0,1,4
,LaLiga1,11/12_LaLiga1,2012-04-12,456,468,33.0,2,1
,LaLiga1,11/12_LaLiga1,2012-04-12,498,483,33.0,0,3
,LaLiga1,11/12_LaLiga1,2012-04-12,459,484,33.0,3,0
,LaLiga1,11/12_LaLiga1,2012-04-14,458,474,34.0,3,1
,LaLiga1,11/12_LaLiga1,2012-04-14,477,457,34.0,1,2
,LaLiga1,11/12_LaLiga1,2012-04-15,465,473,34.0,4,0
,LaLiga1,11/12_LaLiga1,2012-04-15,484,467,34.0,1,0
,LaLiga1,11/12_LaLiga1,2012-04-15,469,472,34.0,1,0
,LaLiga1,11/12_LaLiga1,2012-04-15,468,475,34.0,1,1
,LaLiga1,11/12_LaLiga1,2012-04-15,456,498,34.0,1,1
,LaLiga1,11/12_LaLiga1,2012-04-15,470,483,34.0,1,0
,LaLiga1,11/12_LaLiga1,2012-04-15,476,460,34.0,0,1
,LaLiga1,11/12_LaLiga1,2012-04-16,478,459,34.0,5,1
,LaLiga1,11/12_LaLiga1,2012-04-21,483,484,35.0,1,0
,LaLiga1,11/12_LaLiga1,2012-04-21,474,476,35.0,2,1
,LaLiga1,11/12_LaLiga1,2012-04-21,457,458,35.0,1,2
,LaLiga1,11/12_LaLiga1,2012-04-21,459,477,35.0,1,1
,LaLiga1,11/12_LaLiga1,2012-04-22,467,478,35.0,1,0
,LaLiga1,11/12_LaLiga1,2012-04-22,475,456,35.0,1,1
,LaLiga1,11/12_LaLiga1,2012-04-22,498,470,35.0,0,1
,LaLiga1,11/12_LaLiga1,2012-04-22,460,465,35.0,3,1
,LaLiga1,11/12_LaLiga1,2012-04-22,473,469,35.0,4,0
,LaLiga1,11/12_LaLiga1,2012-04-23,472,468,35.0,1,1
,LaLiga1,11/12_LaLiga1,2012-04-28,478,483,36.0,1,3
,LaLiga1,11/12_LaLiga1,2012-04-28,477,467,36.0,3,1
,LaLiga1,11/12_LaLiga1,2012-04-28,465,474,36.0,0,3
,LaLiga1,11/12_LaLiga1,2012-04-28,475,498,36.0,3,0
,LaLiga1,11/12_LaLiga1,2012-04-28,456,472,36.0,1,1
,LaLiga1,11/12_LaLiga1,2012-04-29,458,459,36.0,3,0
,LaLiga1,11/12_LaLiga1,2012-04-29,484,470,36.0,2,0
,LaLiga1,11/12_LaLiga1,2012-04-29,468,473,36.0,1,0
,LaLiga1,11/12_LaLiga1,2012-04-29,469,460,36.0,2,2
,LaLiga1,11/12_LaLiga1,2012-04-29,476,457,36.0,0,7
,LaLiga1,11/12_LaLiga1,2012-05-01,478,498,20.0,1,1
,LaLiga1,11/12_LaLiga1,2012-05-01,467,465,20.0,2,1
,LaLiga1,11/12_LaLiga1,2012-05-01,474,456,20.0,2,3
,LaLiga1,11/12_LaLiga1,2012-05-02,460,475,20.0,1,1
,LaLiga1,11/12_LaLiga1,2012-05-02,457,468,20.0,4,1
,LaLiga1,11/12_LaLiga1,2012-05-02,459,469,20.0,1,2
,LaLiga1,11/12_LaLiga1,2012-05-02,483,476,20.0,1,0
,LaLiga1,11/12_LaLiga1,2012-05-02,484,477,20.0,1,0
,LaLiga1,11/12_LaLiga1,2012-05-02,473,472,20.0,4,0
,LaLiga1,11/12_LaLiga1,2012-05-02,470,458,20.0,0,3
,LaLiga1,11/12_LaLiga1,2012-05-05,484,498,37.0,2,1
,LaLiga1,11/12_LaLiga1,2012-05-05,470,478,37.0,0,0
,LaLiga1,11/12_LaLiga1,2012-05-05,483,477,37.0,1,0
,LaLiga1,11/12_LaLiga1,2012-05-05,467,458,37.0,1,2
,LaLiga1,11/12_LaLiga1,2012-05-05,459,476,37.0,5,2
,LaLiga1,11/12_LaLiga1,2012-05-05,457,465,37.0,4,0
,LaLiga1,11/12_LaLiga1,2012-05-05,474,469,37.0,2,1
,LaLiga1,11/12_LaLiga1,2012-05-05,460,468,37.0,2,1
,LaLiga1,11/12_LaLiga1,2012-05-05,473,456,37.0,1,0
,LaLiga1,11/12_LaLiga1,2012-05-05,472,475,37.0,1,0
,LaLiga1,11/12_LaLiga1,2012-05-12,475,473,38.0,1,0
,LaLiga1,11/12_LaLiga1,2012-05-12,469,457,38.0,2,2
,LaLiga1,11/12_LaLiga1,2012-05-13,478,484,38.0,0,2
,LaLiga1,11/12_LaLiga1,2012-05-13,477,470,38.0,3,0
,LaLiga1,11/12_LaLiga1,2012-05-13,458,483,38.0,4,1
,LaLiga1,11/12_LaLiga1,2012-05-13,476,467,38.0,1,0
,LaLiga1,11/12_LaLiga1,2012-05-13,465,459,38.0,1,1
,LaLiga1,11/12_LaLiga1,2012-05-13,468,474,38.0,1,0
,LaLiga1,11/12_LaLiga1,2012-05-13,456,460,38.0,0,1
,LaLiga1,11/12_LaLiga1,2012-05-13,498,472,38.0,2,4
,LaLiga1,12/13_LaLiga1,2012-08-18,466,468,1.0,0,1
,LaLiga1,12/13_LaLiga1,2012-08-18,459,478,1.0,2,1
,LaLiga1,12/13_LaLiga1,2012-08-18,483,465,1.0,2,1
,LaLiga1,12/13_LaLiga1,2012-08-19,470,469,1.0,3,5
,LaLiga1,12/13_LaLiga1,2012-08-19,458,473,1.0,1,1
,LaLiga1,12/13_LaLiga1,2012-08-19,457,475,1.0,5,1
,LaLiga1,12/13_LaLiga1,2012-08-19,477,460,1.0,1,1
,LaLiga1,12/13_LaLiga1,2012-08-20,471,472,1.0,2,0
,LaLiga1,12/13_LaLiga1,2012-08-20,476,467,1.0,1,0
,LaLiga1,12/13_LaLiga1,2012-08-20,484,482,1.0,0,1
,LaLiga1,12/13_LaLiga1,2012-08-25,475,466,2.0,2,1
,LaLiga1,12/13_LaLiga1,2012-08-25,469,476,2.0,1,2
,LaLiga1,12/13_LaLiga1,2012-08-25,465,484,2.0,1,2
,LaLiga1,12/13_LaLiga1,2012-08-25,468,483,2.0,1,1
,LaLiga1,12/13_LaLiga1,2012-08-26,472,457,2.0,1,2
,LaLiga1,12/13_LaLiga1,2012-08-26,478,458,2.0,2,1
,LaLiga1,12/13_LaLiga1,2012-08-26,467,459,2.0,1,1
,LaLiga1,12/13_LaLiga1,2012-08-26,473,471,2.0,3,3
,LaLiga1,12/13_LaLiga1,2012-08-27,482,477,2.0,2,0
,LaLiga1,12/13_LaLiga1,2012-08-27,460,470,2.0,4,0
,LaLiga1,12/13_LaLiga1,2012-09-01,466,472,3.0,2,0
,LaLiga1,12/13_LaLiga1,2012-09-01,484,468,3.0,0,1
,LaLiga1,12/13_LaLiga1,2012-09-01,471,478,3.0,1,1
,LaLiga1,12/13_LaLiga1,2012-09-01,483,475,3.0,1,0
,LaLiga1,12/13_LaLiga1,2012-09-02,476,459,3.0,0,0
,LaLiga1,12/13_LaLiga1,2012-09-02,470,482,3.0,2,0
,LaLiga1,12/13_LaLiga1,2012-09-02,477,465,3.0,3,2
,LaLiga1,12/13_LaLiga1,2012-09-02,458,467,3.0,3,0
,LaLiga1,12/13_LaLiga1,2012-09-02,457,473,3.0,1,0
,LaLiga1,12/13_LaLiga1,2012-09-15,468,477,4.0,3,1
,LaLiga1,12/13_LaLiga1,2012-09-15,473,466,4.0,2,1
,LaLiga1,12/13_LaLiga1,2012-09-15,478,457,4.0,1,4
,LaLiga1,12/13_LaLiga1,2012-09-15,459,458,4.0,1,0
,LaLiga1,12/13_LaLiga1,2012-09-16,465,470,4.0,3,3
,LaLiga1,12/13_LaLiga1,2012-09-16,467,471,4.0,1,1
,LaLiga1,12/13_LaLiga1,2012-09-16,472,483,4.0,1,1
,LaLiga1,12/13_LaLiga1,2012-09-16,475,484,4.0,2,0
,LaLiga1,12/13_LaLiga1,2012-09-16,460,476,4.0,4,3
,LaLiga1,12/13_LaLiga1,2012-09-17,482,469,4.0,0,1
,LaLiga1,12/13_LaLiga1,2012-09-22,484,472,5.0,3,1
,LaLiga1,12/13_LaLiga1,2012-09-22,466,478,5.0,2,1
,LaLiga1,12/13_LaLiga1,2012-09-22,469,465,5.0,1,0
,LaLiga1,12/13_LaLiga1,2012-09-22,457,467,5.0,2,0
,LaLiga1,12/13_LaLiga1,2012-09-23,483,473,5.0,2,0
,LaLiga1,12/13_LaLiga1,2012-09-23,477,475,5.0,2,1
,LaLiga1,12/13_LaLiga1,2012-09-23,460,482,5.0,2,1
,LaLiga1,12/13_LaLiga1,2012-09-23,470,468,5.0,0,0
,LaLiga1,12/13_LaLiga1,2012-09-24,476,458,5.0,0,2
,LaLiga1,12/13_LaLiga1,2012-09-24,471,459,5.0,0,2
,LaLiga1,12/13_LaLiga1,2012-09-26,469,460,3.0,2,4
,LaLiga1,12/13_LaLiga1,2012-09-29,473,484,6.0,2,0
,LaLiga1,12/13_LaLiga1,2012-09-29,468,469,6.0,4,0
,LaLiga1,12/13_LaLiga1,2012-09-29,475,470,6.0,2,0
,LaLiga1,12/13_LaLiga1,2012-09-29,459,457,6.0,2,3
,LaLiga1,12/13_LaLiga1,2012-09-30,467,466,6.0,2,1
,LaLiga1,12/13_LaLiga1,2012-09-30,482,476,6.0,6,1
,LaLiga1,12/13_LaLiga1,2012-09-30,472,477,6.0,4,0
,LaLiga1,12/13_LaLiga1,2012-09-30,458,471,6.0,5,1
,LaLiga1,12/13_LaLiga1,2012-09-30,465,460,6.0,0,1
,LaLiga1,12/13_LaLiga1,2012-10-01,478,483,6.0,1,0
,LaLiga1,12/13_LaLiga1,2012-10-05,466,459,7.0,2,0
,LaLiga1,12/13_LaLiga1,2012-10-06,476,471,7.0,2,1
,LaLiga1,12/13_LaLiga1,2012-10-06,484,478,7.0,0,1
,LaLiga1,12/13_LaLiga1,2012-10-06,482,465,7.0,1,1
,LaLiga1,12/13_LaLiga1,2012-10-06,469,475,7.0,2,0
,LaLiga1,12/13_LaLiga1,2012-10-07,477,473,7.0,1,0
,LaLiga1,12/13_LaLiga1,2012-10-07,483,467,7.0,1,2
,LaLiga1,12/13_LaLiga1,2012-10-07,470,472,7.0,1,0
,LaLiga1,12/13_LaLiga1,2012-10-07,457,458,7.0,2,2
,LaLiga1,12/13_LaLiga1,2012-10-07,460,468,7.0,2,1
,LaLiga1,12/13_LaLiga1,2012-10-20,468,482,8.0,2,1
,LaLiga1,12/13_LaLiga1,2012-10-20,458,466,8.0,2,0
,LaLiga1,12/13_LaLiga1,2012-10-20,473,470,8.0,3,2
,LaLiga1,12/13_LaLiga1,2012-10-20,471,457,8.0,4,5
,LaLiga1,12/13_LaLiga1,2012-10-21,478,477,8.0,0,1
,LaLiga1,12/13_LaLiga1,2012-10-21,465,476,8.0,3,2
,LaLiga1,12/13_LaLiga1,2012-10-21,467,484,8.0,1,2
,LaLiga1,12/13_LaLiga1,2012-10-21,472,469,8.0,0,0
,LaLiga1,12/13_LaLiga1,2012-10-21,475,460,8.0,0,1
,LaLiga1,12/13_LaLiga1,2012-10-22,459,483,8.0,3,2
,LaLiga1,12/13_LaLiga1,2012-10-27,465,468,9.0,0,0
